row_id,source_accession,event_id,direct_coupling_count,direct_coupling_confidence,direct_support_score,future_coupling_count,future_preserved_count,future_preservation_score,blocked_future_count,blocked_future_confidence,blocked_future_pressure,coupling_selectivity_score,constraint_pairs_total,coordinate_truth_used_to_build_constraints,native_truth_used_before_coupling_selection,raw_sequence_exposed
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,cdc3438c99ffa8e5,1,0.92,0.306667,95,50,0.526352,18,16.66,0.189232,0.366948,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,be0c725708d150e7,0,0,0.0,96,57,0.58905,8,7.56,0.08587,0.281071,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,51a086109ca29a6d,0,0,0.0,96,47,0.486597,4,3.44,0.039073,0.254081,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8151ce01409aef92,1,0.86,0.286667,95,54,0.569514,9,8.16,0.092685,0.398021,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8309dce61a6a574f,0,0,0.0,96,57,0.588369,5,4.85,0.055089,0.25248,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,1823fa292af5524e,0,0,0.0,96,52,0.538846,3,2.58,0.029305,0.269959,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,5efaf136afee2d2d,0,0,0.0,96,58,0.598819,13,12.0,0.136302,0.265568,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,2c99819285be0d02,0,0,0.0,96,47,0.486597,5,4.36,0.049523,0.249746,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,427ee6b12f17efa7,7,6.38,1.0,89,49,0.579282,2,1.94,0.022035,0.81552,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,c585a9201760476e,4,3.68,1.0,92,53,0.58905,6,5.57,0.063267,0.857748,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,e338deb5bb48fbc0,0,0,0.0,96,58,0.598819,4,3.5,0.039755,0.291761,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,9edbb922be735e0a,0,0,0.0,96,58,0.598819,3,2.58,0.029305,0.281817,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8b292d5b234c18c3,0,0,0.0,96,57,0.588369,5,4.85,0.055089,0.250706,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,790f7026adaa642e,0,0,0.0,96,56,0.579282,13,12.06,0.136983,0.234059,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,860f69c38d9731d9,2,1.72,0.573333,94,54,0.579282,4,3.56,0.040436,0.569093,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,192f7c59a8756f79,0,0,0.0,96,58,0.598819,10,9.35,0.106202,0.235237,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,87c79e67faf6f605,11,10.12,1.0,85,47,0.598819,4,3.62,0.041118,0.82855,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,7e14f44393ccb0aa,0,0,0.0,96,57,0.588369,5,4.85,0.055089,0.248276,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,7b27face5491f132,0,0,0.0,96,49,0.506815,12,11.13,0.12642,0.213544,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,dae4ae28a32e9aef,0,0,0.0,96,51,0.526352,12,11.19,0.127101,0.223918,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,1a07b9d21fcce643,0,0,0.0,96,58,0.598819,6,5.62,0.063835,0.254383,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,4d3d4f81099ca948,5,4.54,1.0,91,42,0.481259,12,11.29,0.128237,0.729193,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,0dcf98f589d75d3a,0,0,0.0,96,58,0.598819,14,12.94,0.146979,0.246481,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,bb4f213b233c6432,0,0,0.0,96,50,0.515902,20,18.55,0.2107,0.184036,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,a9b770943ef2af4f,0,0,0.0,96,56,0.578601,5,4.85,0.055089,0.246289,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,004c209985db8e83,0,0,0.0,96,56,0.577919,11,10.18,0.115629,0.239161,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,863a04e82f80c520,6,5.72,1.0,90,44,0.516583,7,6.63,0.075307,0.781951,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,d94f4d4078027e5f,4,3.44,1.0,92,54,0.598819,2,1.84,0.0209,0.809072,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,b26fefa3bd195edf,0,0,0.0,96,58,0.598819,6,5.62,0.063835,0.281207,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,415539601f41613c,0,0,0.0,96,51,0.52567,10,9.31,0.105747,0.224334,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,8c7ea8b4111155a7,4,3.44,1.0,92,54,0.598819,1,0.97,0.011018,0.814339,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,cf5fb3dc1a5a8431,5,4.6,1.0,91,41,0.476147,10,9.08,0.103135,0.762751,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,3f6f3457048219ac,0,0,0.0,96,50,0.515902,8,7.51,0.085302,0.214873,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,33f3cce528f5f416,0,0,0.0,96,50,0.512608,7,6.75,0.07667,0.213513,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,46e2acebfbc6e152,1,0.92,0.306667,95,50,0.526352,8,7.5,0.085189,0.382876,96,True,True,False
coord_002_pdb_2LZM_A_t4_lysozyme,2LZM:A,85b9dfed915dd119,6,5.52,1.0,90,42,0.49239,10,9.44,0.107224,0.735701,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,623a7de2836589e4,0,0,0.0,96,60,0.616074,0,0,0.0,0.423327,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,0b4fbf4fb144193d,0,0,0.0,96,68,0.699249,0,0,0.0,0.436895,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,81e00f5c6839b44d,0,0,0.0,96,64,0.656317,4,3.88,0.043493,0.388821,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,98f3373f38126e82,0,0,0.0,96,64,0.657662,3,2.91,0.03262,0.400698,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,4849b6f5e4a615c5,0,0,0.0,96,53,0.542204,3,2.89,0.032395,0.351313,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,0958bef812584c53,0,0,0.0,96,74,0.760789,0,0,0.0,0.458432,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,2f0be9c16baa064d,1,0.92,0.306667,95,69,0.719202,0,0,0.0,0.586634,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,de7a4160201080a9,20,18.4,1.0,76,54,0.760789,2,1.94,0.021746,0.956202,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,84b651dfc4ed2ae5,0,0,0.0,96,74,0.760789,3,2.91,0.03262,0.403445,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,23ced1b26fca3663,0,0,0.0,96,61,0.628741,0,0,0.0,0.360259,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,71e023bdde738cbb,17,15.64,1.0,79,50,0.688264,8,7.46,0.083623,0.87642,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,4bf92e4d17d38123,3,2.58,0.86,93,63,0.677951,0,0,0.0,0.838584,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,a8f6c5a6401b225d,0,0,0.0,96,63,0.646676,5,4.85,0.054366,0.354912,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,dbfba236daeedd5a,0,0,0.0,96,74,0.760789,2,1.94,0.021746,0.421845,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,11ae0f33ac2f81f2,3,2.58,0.86,93,60,0.646676,11,10.67,0.119605,0.811917,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,a051bf58f82ebeda,0,0,0.0,96,64,0.656317,16,15.52,0.173972,0.273768,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,bd80baf3b810bec8,0,0,0.0,96,50,0.511938,16,15.14,0.169712,0.262787,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,39a9181967c0c6ef,1,0.95,0.316667,95,59,0.614729,8,7.59,0.08508,0.473989,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,4d4282c656404169,0,0,0.0,96,74,0.760789,4,3.88,0.043493,0.368038,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,819f28bce14e526a,12,11.04,1.0,84,58,0.719202,0,0,0.0,0.9506,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,b4736ca59fe42146,0,0,0.0,96,74,0.760789,3,2.91,0.03262,0.396981,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,1616affc1f0a3968,0,0,0.0,96,66,0.680641,0,0,0.0,0.37339,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,2ac694fa54e72bfa,0,0,0.0,96,62,0.636364,8,7.39,0.082838,0.316574,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d094ab28bc2e7323,18,16.56,1.0,78,52,0.719202,0,0,0.0,0.912379,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,4e3f9cd1600c67a8,0,0,0.0,96,66,0.677951,0,0,0.0,0.357642,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,41067fce804cf60a,0,0,0.0,96,71,0.731869,2,1.94,0.021746,0.387671,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,a532a0d02bd131ad,0,0,0.0,96,74,0.760789,19,18.43,0.206591,0.27854,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,a2918ccca7d211e3,0,0,0.0,96,73,0.750476,4,3.88,0.043493,0.35805,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,e68c7f0f37ddcc7d,0,0,0.0,96,64,0.657325,6,5.65,0.063334,0.315481,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8b657e60697eb98e,2,1.78,0.593333,94,72,0.760789,0,0,0.0,0.687916,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,b0e09fd9b7794c8d,7,6.44,1.0,89,60,0.688264,3,2.76,0.030938,0.857684,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,752cfecd932ad9c7,0,0,0.0,96,74,0.760789,13,12.61,0.141352,0.34465,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,f85ad4eeb953edd9,0,0,0.0,96,60,0.614729,7,6.56,0.073534,0.30902,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d52917574f803713,0,0,0.0,96,74,0.760789,7,6.79,0.076113,0.343745,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,44c23a669ac7a729,1,0.92,0.306667,95,73,0.760789,16,15.52,0.173972,0.438553,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,047f268c015ba943,0,0,0.0,96,66,0.677951,11,10.3,0.115458,0.327382,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,3b309280d5d66396,0,0,0.0,96,66,0.677951,8,7.39,0.082838,0.315932,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8accace941f54361,0,0,0.0,96,74,0.760789,4,3.88,0.043493,0.373594,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,094fae3d50cdd03a,19,17.48,1.0,77,54,0.75014,4,3.88,0.043493,0.866229,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,be2ed4bb6f5f8034,5,4.66,1.0,91,69,0.760789,4,3.88,0.043493,0.903957,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,159231a31b29a34a,0,0,0.0,96,64,0.656989,7,6.62,0.074207,0.257851,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8442f9b84adc7ffa,0,0,0.0,96,64,0.656317,16,15.14,0.169712,0.27169,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,ad668508510968b8,9,8.28,1.0,87,55,0.657662,14,13.08,0.14662,0.805829,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,5909b4902621b85e,0,0,0.0,96,71,0.731869,3,2.91,0.03262,0.351945,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,0a9dc7755e0e261c,0,0,0.0,96,71,0.731869,0,0,0.0,0.339191,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,b1db27ad9be402bf,1,0.95,0.316667,95,63,0.657662,9,8.73,0.097859,0.493023,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,02febda2f6b8a948,0,0,0.0,96,63,0.647349,4,3.88,0.043493,0.319639,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8beb3596e6fe4366,0,0,0.0,96,74,0.760789,0,0,0.0,0.350041,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,3a3658d95b1bdf94,4,3.68,1.0,92,70,0.760789,0,0,0.0,0.889999,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,3bfea9daeb3d3b09,0,0,0.0,96,71,0.731869,4,3.88,0.043493,0.355465,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8454147373ff806e,0,0,0.0,96,54,0.553189,16,15.14,0.169712,0.252113,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,f21b9bb8648e2948,0,0,0.0,96,73,0.75014,10,9.68,0.108508,0.333547,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,92cf25354d5e6b0d,6,5.46,1.0,90,68,0.760789,0,0,0.0,0.930455,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,c8cd04e8f641c577,0,0,0.0,96,63,0.647349,0,0,0.0,0.327275,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,ee40a8340bca4f9e,0,0,0.0,96,74,0.760789,0,0,0.0,0.390854,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,3697b87f14da783c,0,0,0.0,96,73,0.750476,4,3.88,0.043493,0.38673,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d442d329a371fdb2,0,0,0.0,96,74,0.760789,16,15.52,0.173972,0.268479,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8437b2335800d30b,4,3.68,1.0,92,62,0.677951,7,6.44,0.072189,0.836886,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,98d28f51c60a0ecb,0,0,0.0,96,64,0.656317,9,8.73,0.097859,0.300106,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,6d46627c6c0f7ed1,0,0,0.0,96,70,0.721556,4,3.88,0.043493,0.377058,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,3ce22d91f9381db0,11,10.12,1.0,85,63,0.760789,0,0,0.0,0.905503,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,f5f2965a67ae3986,0,0,0.0,96,74,0.760789,9,8.73,0.097859,0.364404,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,aac68c4e3c6dc022,17,15.76,1.0,79,57,0.760789,3,2.91,0.03262,0.870493,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,8d8ed99a7755983e,0,0,0.0,96,61,0.627396,16,15.14,0.169712,0.310939,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d05da4520e1ff009,0,0,0.0,96,74,0.760789,0,0,0.0,0.360665,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,dae9b8923d274043,0,0,0.0,96,71,0.731869,0,0,0.0,0.347568,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d9ad08f099d94bb2,0,0,0.0,96,64,0.656317,16,15.14,0.169712,0.302601,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,c528015c2f3d1cab,17,15.64,1.0,79,57,0.760789,3,2.91,0.03262,0.873494,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d786363c83a07254,7,6.44,1.0,89,67,0.760789,3,2.91,0.03262,0.910313,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,fc75e2bf0fdc92bf,7,6.56,1.0,89,67,0.760789,3,2.91,0.03262,0.866845,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,c55f208dfa67a889,0,0,0.0,96,64,0.657662,16,15.52,0.173972,0.227507,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,d93b6f7cd016740a,0,0,0.0,96,66,0.677951,0,0,0.0,0.291628,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,81ab5f118eda4653,0,0,0.0,96,74,0.760789,0,0,0.0,0.32055,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,027c180332a5094e,1,0.92,0.306667,95,69,0.719202,20,19.23,0.215559,0.383952,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,0717b13662b7f6b1,0,0,0.0,96,61,0.628741,13,11.78,0.132048,0.237711,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,4b2a53f3290547aa,4,3.44,1.0,92,60,0.657662,10,9.2,0.103127,0.796535,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,152c843209f904c7,0,0,0.0,96,60,0.618428,4,3.88,0.043493,0.234177,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,6be42e789ac9f80f,0,0,0.0,96,71,0.731869,0,0,0.0,0.357879,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,e439c83de8b8d3c9,0,0,0.0,96,66,0.677951,0,0,0.0,0.288715,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,47fa9600d04e7391,4,3.5,1.0,92,70,0.760789,9,8.73,0.097859,0.871679,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,b174822d278118a7,0,0,0.0,96,60,0.614729,20,18.85,0.211299,0.197071,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,157870a995881931,0,0,0.0,96,71,0.731869,9,8.73,0.097859,0.331454,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,5a7f5a0769e0fcda,0,0,0.0,96,74,0.760789,9,8.73,0.097859,0.30119,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,2f45872fd8e403f0,1,0.92,0.306667,95,73,0.760789,9,8.73,0.097859,0.469844,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,a3a7c0505ead8794,0,0,0.0,96,66,0.676942,2,1.94,0.021746,0.279847,96,True,True,False
coord_003_pdb_1TEN_A_tenascin_fn3,1TEN:A,f8a93eea89e8c037,0,0,0.0,96,74,0.760789,12,11.64,0.130479,0.294327,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,748b6064c0ec92dd,8,6.88,1.0,88,74,0.85881,0,0,0.0,1.01481,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,c701a220e91be65d,1,0.86,0.286667,95,79,0.838937,2,1.84,0.021259,0.600898,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,18b2a143870f451f,1,0.86,0.286667,95,78,0.826228,0,0,0.0,0.584362,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,d451b2134ff44d71,1,0.92,0.306667,95,77,0.816291,11,9.46,0.109301,0.55586,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,fd4425dc8c386b28,1,0.86,0.286667,95,74,0.789255,8,7.0,0.080878,0.548744,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,b6dba7729357f0b5,1,0.92,0.306667,95,70,0.74119,10,8.6,0.099365,0.530133,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,9ee2aed28198ebde,2,1.72,0.573333,94,69,0.748122,5,4.42,0.051069,0.690044,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,de192c08614a40dc,4,3.44,1.0,92,75,0.826228,0,0,0.0,0.94702,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,a1e5e7e6332ba378,5,4.3,1.0,91,71,0.795032,1,0.86,0.009936,0.931637,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,10132db011f77e1f,2,1.72,0.573333,94,76,0.816291,1,0.86,0.009936,0.698193,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,54b05907d40617c4,0,0,0.0,96,79,0.826228,10,8.6,0.099365,0.376134,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,7a6e4e6dd0692ebb,1,0.92,0.306667,95,78,0.829001,4,3.44,0.039746,0.562877,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,6e0ebb34456e2578,1,0.92,0.306667,95,71,0.753899,3,2.58,0.029809,0.523811,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,bd8f0a6be3528994,0,0,0.0,96,66,0.692894,5,4.36,0.050376,0.368682,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,e039cd421d3c52ab,0,0,0.0,96,80,0.838937,3,2.58,0.029809,0.385953,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,96a34a1ee44253d3,0,0,0.0,96,79,0.829001,6,5.28,0.061005,0.408859,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,568ecad6d32d1cbe,3,2.58,0.86,93,72,0.783709,2,1.84,0.021259,0.829909,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,2e90d95dfdfaff3f,5,4.3,1.0,91,72,0.809128,7,6.08,0.070248,0.889673,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,52aa6661d623e5e5,0,0,0.0,96,82,0.85881,11,9.46,0.109301,0.381944,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,02883323b47d2e47,4,3.44,1.0,92,79,0.868746,10,8.6,0.099365,0.902999,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,cfb844d56016c964,0,0,0.0,96,72,0.753899,13,11.18,0.129174,0.312751,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,8dfc8dc48f3db4e3,0,0,0.0,96,60,0.630503,15,13.56,0.156672,0.299218,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,ce2dc606a32b0238,0,0,0.0,96,76,0.795032,11,9.46,0.109301,0.332532,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,a5afbc73e22ebd4a,7,6.02,1.0,89,73,0.837551,5,4.54,0.052455,0.888054,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,139ccbc494e28e1c,0,0,0.0,96,79,0.826228,16,14.12,0.163143,0.312123,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,3b2881f9be3a3892,0,0,0.0,96,77,0.809128,6,5.34,0.061698,0.350872,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,33f5dc4c0aca6ad9,0,0,0.0,96,77,0.807741,4,3.44,0.039746,0.354241,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,dd090083a0df92e6,0,0,0.0,96,76,0.796418,4,3.5,0.040439,0.342881,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,2b3e66753b50f2b8,2,1.72,0.573333,94,73,0.787175,5,4.54,0.052455,0.670902,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,c250de40ae3a4d50,6,5.52,1.0,90,51,0.594454,35,31.6,0.365107,0.697023,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,c1944e79d9b17464,2,1.84,0.613333,94,70,0.753899,14,12.7,0.146736,0.626056,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,f7c2dd60b662beba,0,0,0.0,96,61,0.637666,9,8.1,0.093588,0.287009,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,440a7fd3097fab38,0,0,0.0,96,63,0.659272,11,10.03,0.115887,0.266945,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,45ecfcf21dfdf878,2,1.84,0.613333,94,81,0.868746,2,1.84,0.021259,0.703182,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,c15d5e407f3f8b4b,0,0,0.0,96,65,0.679492,16,13.94,0.161063,0.241403,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,2e1fa4d2ecc39f1d,0,0,0.0,96,71,0.743963,15,13.56,0.156672,0.304711,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,0c9a4f9ce93d7d27,0,0,0.0,96,78,0.817678,14,12.1,0.139804,0.294083,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,37210d840f745780,0,0,0.0,96,80,0.837551,5,4.54,0.052455,0.367589,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,a2d95be115bd08e1,0,0,0.0,96,77,0.809128,9,7.92,0.091508,0.336799,96,True,True,False
coord_004_pdb_1CSP_A_cold_shock_protein,1CSP:A,c1ffd21b93a8bd15,0,0,0.0,96,77,0.809128,7,6.08,0.070248,0.321034,96,True,True,False
