protein_id,sequence_length,axis_profile_signature_kind,source_axis_signature_kind,protein_regime,source_predicted_fold_class,profile_global_fold_class,source_forced_prediction,source_abstained,confidence,gate_path,gate_decision_reason,global_class_claim_allowed,collapsed_class_recovered,unsafe_class_recovery,profile_secondary_structure_axis,profile_secondary_structure_claim_allowed,profile_secondary_structure_claim_reason,adjudicated_truth_secondary_structure_axis,secondary_structure_axis_scorable,secondary_structure_axis_match,profile_architecture_axis,profile_architecture_claim_allowed,profile_architecture_claim_reason,adjudicated_truth_architecture_axis,architecture_axis_scorable,architecture_axis_match,profile_order_axis,profile_order_claim_allowed,profile_order_claim_reason,adjudicated_truth_order_axis,order_axis_scorable,order_axis_match,profile_environment_axis,profile_environment_claim_allowed,profile_environment_claim_reason,adjudicated_truth_environment_axis,environment_axis_scorable,environment_axis_match,axis_profile_claim_count,axis_profile_has_claim,axis_profile_same_axis_conflict,axis_profile_conflict_axes,axis_profile_scorable_count,axis_profile_match_count,safe_axis_recovered_axes,safe_axis_recovered_count,guard_override,folding_problem_solved,folding_solution_claim_created,drug_design_created,molecule_generated,protein_sequence_design_created
pdb_1MBN_A_myoglobin,153,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,compact_single_domain,alpha_rich,insufficient_topology_evidence,True,False,0.5991,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:alpha_periodic_compact | confidence_gate:forced_low_claim_strength | regime_router:accepted_compact_single_domain,"alpha interpretation requires local alpha pressure, periodic support, compact core, and limited disorder pressure; compact-single-domain regime accepts secondary-structure gate output",False,False,False,alpha_rich,True,source_forced_class_projected_to_secondary_axis,alpha_rich,True,True,unknown,False,,compact_single_domain,False,False,ordered,True,source_forced_folded_class_projected_to_order_axis,ordered,True,True,unknown,False,,unknown,False,False,2,True,False,,2,2,,0,False,False,False,False,False,False
pdb_1B57_A_fructose_bisphosphate_aldolase,358,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,compact_single_domain,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.301001,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,secondary structure evidence was too weakly separated for a strong gate; fallback remains subject to abstention; confidence gate abstained on low decision margin; regime router kept abstention for compact_single_domain,False,False,False,weak_or_unknown,False,,alpha_rich,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
pdb_1AON_A_groel,547,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,multidomain_modular,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.329401,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,secondary structure evidence was too weakly separated for a strong gate; fallback remains subject to abstention; confidence gate abstained on low decision margin; regime router kept abstention for multidomain_modular,False,False,False,weak_or_unknown,False,,alpha_beta_mixed,False,False,unknown,False,,compact_single_domain,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
pdb_1IGT_B_igg2a_heavy_chain,444,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,multidomain_modular,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.274498,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,secondary structure evidence was too weakly separated for a strong gate; fallback remains subject to abstention; confidence gate abstained on low decision margin; regime router kept abstention for multidomain_modular,False,False,False,weak_or_unknown,False,,beta_rich,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
pdb_1GTR_A_glutaminyl_trna_synthetase,553,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,multidomain_modular,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.0,disorder_gate:foldable_candidate | compactness_gate:compact_closure_supported | segmentation_gate:folded_multidomain_supported | secondary_structure_gate:skipped_by_segmentation_gate | confidence_gate:forced_low_claim_strength | regime_router:abstained_long_modular_ambiguity,long_modular_secondary_structure_ambiguous; long modular sequence has ambiguous secondary-structure pressure,False,False,False,weak_or_unknown,False,,alpha_beta_mixed,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
pdb_1E4M_M_myrosinase,501,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,multidomain_modular,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.261291,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:mixed_supported_but_weak | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,"mixed alpha/beta evidence exists, but the confidence gate must decide whether the local signals are stable enough; confidence gate abstained on low decision margin; regime router kept abstention for multidomain_modular",False,False,False,weak_or_unknown,False,,alpha_rich,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
pdb_1F88_A_rhodopsin,348,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,membrane_like,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.0,disorder_gate:foldable_candidate | compactness_gate:compact_closure_supported | segmentation_gate:folded_multidomain_supported | secondary_structure_gate:skipped_by_segmentation_gate | confidence_gate:forced_low_claim_strength | regime_router:abstained_membrane_like,hydrophobic enrichment and cluster topology resemble a membrane-like regime; regime router abstained before accepting a broad fold-class claim,False,False,False,weak_or_unknown,False,,alpha_rich,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,membrane_like,True,recovered_membrane_axis_from_regime,membrane_like,True,True,2,True,False,,2,2,order_axis;environment_axis,2,False,False,False,False,False,False
pdb_1GSA_A_glutathione_synthetase,316,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,compact_single_domain,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.294517,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,secondary structure evidence was too weakly separated for a strong gate; fallback remains subject to abstention; confidence gate abstained on low decision margin; regime router kept abstention for compact_single_domain,False,False,False,weak_or_unknown,False,,alpha_beta_mixed,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
pdb_1TUP_A_p53_core_dna_complex,219,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.0,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,False,False,False,weak_or_unknown,False,,beta_rich,False,False,unknown,False,,compact_single_domain,False,False,mixed_or_uncertain,False,,ordered,False,False,unknown,False,,unknown,False,False,0,False,False,,0,0,,0,False,False,False,False,False,False
pdb_1LFG_A_lactoferrin,691,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,multidomain_modular,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.300232,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,secondary structure evidence was too weakly separated for a strong gate; fallback remains subject to abstention; confidence gate abstained on low decision margin; regime router kept abstention for multidomain_modular,False,False,False,weak_or_unknown,False,,alpha_beta_mixed,False,False,unknown,False,,multidomain_or_segmented,False,False,ordered,True,recovered_from_foldable_compact_axis_evidence,ordered,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,order_axis,1,False,False,False,False,False,False
disprot_P37840_alpha_synuclein,140,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.520625,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_P10636_tau,758,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.763253,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_P04637_p53_full_length,393,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.596958,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_P46527_cdkn1b_p27,198,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.630069,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_P38634_sic1,284,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.582977,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_O60356_nupr1,82,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.871089,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_P10451_osteopontin,314,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.292706,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:abstained_low_decision_margin | regime_router:kept_hierarchy_abstention,secondary structure evidence was too weakly separated for a strong gate; fallback remains subject to abstention; confidence gate abstained on low decision margin; regime router kept abstention for intrinsically_disordered,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,mixed_or_uncertain,False,,disordered_flexible,False,False,unknown,False,,unknown,False,False,0,False,False,,0,0,,0,False,False,False,False,False,False
disprot_Q13541_eif4ebp1,118,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,0.826896,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
disprot_P16949_stathmin,149,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,insufficient_topology_evidence,insufficient_topology_evidence,False,True,0.0,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_disorder_fold_conflict,intrinsically disordered regime conflicts with a folded hierarchy class,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,mixed_or_uncertain,False,,disordered_flexible,False,False,unknown,False,,unknown,False,False,0,False,False,,0,0,,0,False,False,False,False,False,False
disprot_P17096_hmga1,107,axis_safe_partial_fold_profile,orthogonal_fold_axis_projection,intrinsically_disordered,disordered_flexible,insufficient_topology_evidence,True,False,1.0,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,False,False,False,weak_or_unknown,False,,weak_or_unknown,False,False,unknown,False,,unknown,False,False,disordered_flexible,True,source_forced_disorder_class_projected_to_order_axis,disordered_flexible,True,True,unknown,False,,unknown,False,False,1,True,False,,1,1,,0,False,False,False,False,False,False
