row_id,source_id,source_kind,sequence_sha256,sequence_hash_short,length,external_family_id,external_family_name,external_family_group,holdout_split,truth_scope,source_predicted_fold_class,source_forced_prediction,source_abstained,source_confidence,protein_regime,pre_profile_order_axis,post_profile_order_axis,order_axis_claim_allowed,order_axis_confidence,order_axis_abstention_reason,order_axis_decision_reason,disorder_pressure,disorder_run_evidence,breaker_density,local_disorder_pressure,folded_beta_mimic_pressure,folded_mixed_mimic_pressure,compact_closure_pressure,beta_pairing_support,long_range_closure_evidence,contact_prior_density,pre_architecture_axis_prediction,post_architecture_axis_prediction,architecture_axis_confidence,architecture_axis_claim_allowed,architecture_axis_abstention_reason,repeat_pressure,compact_domain_pressure,repeat_recurrence_support,repeat_unit_consistency,repeat_vs_compact_margin,hydrophobic_periodicity_only_risk,profile_secondary_structure_axis,profile_order_axis,profile_environment_axis,architecture_axis_prediction,truth_secondary_structure_axis,truth_architecture_axis,truth_order_axis,truth_environment_axis,pre_axis_profile_same_axis_conflict,pre_architecture_axis_same_axis_conflict,post_axis_profile_same_axis_conflict,post_axis_profile_conflict_axes,post_architecture_axis_same_axis_conflict,post_combined_same_axis_conflict,post_conflict_axes,safe_axis_claim_count,unsafe_axis_claim_count,safe_axis_recovered_axes,safe_axis_recovered_count,order_axis_folded_mimic_quarantined,repeat_compact_ambiguity_quarantined,unsafe_class_recovery,guard_override,any_axis_claimed,global_fold_class_claim_allowed,axis_profile_claim_allowed,folding_problem_solved,claim_allowed,prediction_source_layer,failure_cohort
holdout_028_beta_rich_02,external_holdout:holdout_beta_family_02:028,locked_external_family_proxy,1b23a51dd257e2cd209fdda06d329df1f9e8f9c24e8aef61e9ebe94062f7e4ab,1b23a51dd257e2cd,109,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,disordered_flexible,True,False,0.546934,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.57549,0.055046,0.192661,0.51237,0.489223,0.175321,0.36014,0.356046,0.466745,0.666667,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.513589,0.3221,0.232433,0.888394,0.191489,0.350549,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_029_beta_rich_02,external_holdout:holdout_beta_family_02:029,locked_external_family_proxy,e380fd2616ce7eb0a2f81fd0d96cef9788b61a5b166fee771b57b420e2a1b590,e380fd2616ce7eb0,123,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,repeat_like,ordered,ordered,True,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.408014,0.04065,0.121951,0.380711,0.550189,0.238861,0.393064,0.410128,0.470944,0.763636,repeat_like,unknown,0.0,False,repeat_compact_single_domain_ambiguity_quarantine,0.6343,0.398811,0.305867,0.809524,0.235489,0.514571,beta_rich,ordered,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,True,False,,False,False,,2,0,secondary_structure_axis;order_axis,2,False,True,False,False,True,False,True,False,False,external_safe_axis_repair_stack,safe_axis_claimed
holdout_030_beta_rich_02,external_holdout:holdout_beta_family_02:030,locked_external_family_proxy,c3062cfce70b8caee2814ddaa123f638d58207c5677dcc8e07d828ec1ed48be8,c3062cfce70b8cae,137,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,disordered_flexible,True,False,0.652845,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.617826,0.051095,0.19708,0.556444,0.425916,0.138586,0.284866,0.289084,0.365881,0.606061,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.515797,0.232629,0.159387,0.809524,0.283168,0.346172,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_031_beta_rich_03,external_holdout:holdout_beta_family_03:031,locked_external_family_proxy,ba91f38767bfc7a2cc75685197325248b4e2e3b8292c1216ec922b97113a8609,ba91f38767bfc7a2,84,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.507734,0.047619,0.154762,0.439205,0.497958,0.161,0.346469,0.359041,0.433519,0.666667,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.508075,0.334337,0.296049,0.900794,0.173738,0.436622,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_032_beta_rich_03,external_holdout:holdout_beta_family_03:032,locked_external_family_proxy,9fb0d49f368cf94a23c7d2e2bcacc7b5589d68e6a17cc12de2a6464771d62c84,9fb0d49f368cf94a,96,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,repeat_like,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.498975,0.072917,0.145833,0.458539,0.509742,0.176528,0.36104,0.371439,0.445684,0.678571,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.523014,0.357854,0.279035,0.925596,0.16516,0.441288,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_033_beta_rich_03,external_holdout:holdout_beta_family_03:033,locked_external_family_proxy,22ef9b174f1bef169598108ee0e234218579ca9912a02e3caff7f8c5e2d58f2d,22ef9b174f1bef16,110,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,disordered_flexible,True,False,0.606608,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.581286,0.045455,0.2,0.53309,0.440109,0.147021,0.31139,0.316461,0.386678,0.577778,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.514479,0.279628,0.236853,0.925596,0.234851,0.342898,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_034_beta_rich_03,external_holdout:holdout_beta_family_03:034,locked_external_family_proxy,94b03e918dbeb85b62b00ec7da289eae8c9e8781303137ae5f69743374f71112,94b03e918dbeb85b,124,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,repeat_like,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.439308,0.048387,0.120968,0.407627,0.536296,0.223968,0.372281,0.386703,0.46219,0.763636,repeat_like,unknown,0.0,False,repeat_compact_single_domain_ambiguity_quarantine,0.650637,0.378888,0.312991,0.738096,0.271749,0.558229,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,True,False,,False,False,,0,0,,0,False,True,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_035_beta_rich_03,external_holdout:holdout_beta_family_03:035,locked_external_family_proxy,6c2a87ae4991767f6db8c94f682daf5d284c21890087fd70d0de6b747c9ca08a,6c2a87ae4991767f,138,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,disordered_flexible,True,False,0.616033,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.602325,0.043478,0.195652,0.543378,0.444831,0.145887,0.313305,0.313286,0.413033,0.590909,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.533328,0.267272,0.179973,0.776786,0.266056,0.339122,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_036_beta_rich_04,external_holdout:holdout_beta_family_04:036,locked_external_family_proxy,940bd823fffdf6e81ccbdc6f7fc13d9ff557c3d4bfb18bcccdf8d29dc8a71da6,940bd823fffdf6e8,85,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.521347,0.047059,0.152941,0.488786,0.464446,0.178439,0.346079,0.34771,0.438408,0.535714,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.502563,0.317833,0.280802,0.834656,0.18473,0.436533,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_037_beta_rich_04,external_holdout:holdout_beta_family_04:037,locked_external_family_proxy,83fd7f10abab5f4ee7e9fc828f1ed56f6d416b7526b18fd7cbe979bcb317c471,83fd7f10abab5f4e,97,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,repeat_like,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.473953,0.051546,0.154639,0.4273,0.497552,0.155628,0.333519,0.362402,0.401189,0.638889,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.503669,0.328469,0.267393,0.888394,0.1752,0.426846,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_038_beta_rich_04,external_holdout:holdout_beta_family_04:038,locked_external_family_proxy,2c27f07c710998b9c041931d4ddc60d997b6fef6b7789603f3841f806312b61c,2c27f07c710998b9,111,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,ambiguous_regime,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.60803,0.063063,0.198198,0.568105,0.426655,0.134523,0.319072,0.316672,0.408325,0.488889,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.459102,0.277817,0.198798,0.944197,0.181285,0.290127,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_039_beta_rich_04,external_holdout:holdout_beta_family_04:039,locked_external_family_proxy,29c7881e6d7c043cc061e313d852f7bf1b01aff464eb73b46ab48ec075834d4c,29c7881e6d7c043c,125,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,repeat_like,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.488276,0.056,0.128,0.455359,0.500772,0.195463,0.3346,0.344934,0.416459,0.763636,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.594554,0.329724,0.256546,0.785715,0.26483,0.44051,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_040_beta_rich_04,external_holdout:holdout_beta_family_04:040,locked_external_family_proxy,758ffc503a3b1340e1ca36745964bc3030cd68a656dade5ff44e66b8c23aeca2,758ffc503a3b1340,139,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,disordered_flexible,True,False,0.599612,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.572958,0.05036,0.18705,0.524869,0.442341,0.144008,0.29596,0.301514,0.359589,0.651515,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.559024,0.268812,0.197343,0.825084,0.290212,0.363929,weak_or_unknown,mixed_or_uncertain,unknown,unknown,beta_rich,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,beta_rich_low_complexity_confusion
holdout_041_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:041,locked_external_family_proxy,0731d5a440a7de99f5b98c2d900d45d4abe25ffaf8d0c8309cab35341bca508e,0731d5a440a7de99,104,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.593422,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.553877,0.057692,0.173077,0.527711,0.392868,0.318896,0.292764,0.267369,0.349198,0.694444,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.46438,0.262693,0.249314,0.85119,0.201687,0.388331,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_042_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:042,locked_external_family_proxy,e323dad5ec941aed1a08bd767d54a8051f360aae8e47e8a098adc2345958d583,e323dad5ec941aed,124,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.673715,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.617441,0.056452,0.201613,0.59056,0.359606,0.288339,0.286478,0.25264,0.348921,0.581818,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.474323,0.238339,0.195327,0.845239,0.235984,0.36665,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_043_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:043,locked_external_family_proxy,d019ab63f057edfdf1c257293a1fabf08a91fb8c0670cbabe1b29596a976f7d6,d019ab63f057edfd,146,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.5579,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.571541,0.047945,0.143836,0.521719,0.419781,0.342538,0.326954,0.297659,0.40711,0.679487,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.619432,0.284474,0.292836,0.875993,0.334958,0.440124,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_044_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:044,locked_external_family_proxy,5a48dc09e7070076489be6aeff19192814e6fbc94bd6db5e67140e60a6ad6090,5a48dc09e7070076,168,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.650141,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.604245,0.041667,0.208333,0.570558,0.363887,0.293406,0.284464,0.259886,0.336583,0.549451,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.600677,0.243514,0.211375,0.890671,0.357163,0.374763,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_045_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:045,locked_external_family_proxy,1d23612bede44776544d457ae73cbb06219ce34689623eeb83922813583062fa,1d23612bede44776,188,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.532,0.026596,0.175532,0.488921,0.419685,0.333675,0.319355,0.301394,0.383247,0.666667,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.668973,0.270788,0.421439,0.85491,0.398185,0.331861,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_046_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:046,locked_external_family_proxy,476eba859fe4fe8532abdcbc07f71bc3c453aa8591753ff6677dbefa03209c0c,476eba859fe4fe85,107,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.572606,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.553838,0.074766,0.168224,0.537681,0.408486,0.325986,0.311588,0.286647,0.362942,0.666667,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.452931,0.289301,0.221055,0.925595,0.16363,0.340832,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_047_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:047,locked_external_family_proxy,233485e36efe78fd350ea5fb077c400d35adb1d5bda3553dad969a71265e7c29,233485e36efe78fd,127,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.700875,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.636002,0.047244,0.212598,0.59916,0.355009,0.283109,0.27314,0.243986,0.333317,0.581818,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.504598,0.227026,0.192601,0.809524,0.277572,0.397954,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_048_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:048,locked_external_family_proxy,f8baa1ac07e06ac036ba38431d9cd00d25342aab79e089bb0a6d237c52973459,f8baa1ac07e06ac0,149,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.539145,0.04698,0.14094,0.480868,0.440847,0.357664,0.350432,0.317975,0.419698,0.74359,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.605065,0.318013,0.256142,0.826389,0.287052,0.444557,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_049_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:049,locked_external_family_proxy,ee08d2ebade02ddb50b33e6670c3072bf09ad2536d65102e12327a28367d60e4,ee08d2ebade02ddb,171,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.677326,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.637208,0.040936,0.216374,0.598947,0.354063,0.279278,0.295656,0.262862,0.37496,0.47619,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.62532,0.225545,0.217562,0.914966,0.399775,0.393032,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_050_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:050,locked_external_family_proxy,1a3d24157ee168c9ac972b3a761f0a912d329139805ee02b6595eaefde41f38e,1a3d24157ee168c9,191,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.526477,0.020942,0.172775,0.490088,0.391812,0.319869,0.303684,0.282498,0.352727,0.625,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.670555,0.256888,0.304005,0.82248,0.413667,0.366706,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_051_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:051,locked_external_family_proxy,2cdcbd0cc13a0549378d0382892c2e0e31948da41564bbb787054a9ca476d472,2cdcbd0cc13a0549,110,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.625935,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.581456,0.072727,0.172727,0.559453,0.38955,0.301527,0.293943,0.271361,0.36181,0.622222,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.480136,0.255476,0.250531,0.85119,0.22466,0.413844,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_052_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:052,locked_external_family_proxy,1dff38d0c1e8327ab3a498686b7258107e3ad4b37c583c087365ad633723fb2a,1dff38d0c1e8327a,130,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,ambiguous_regime,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.607464,0.061538,0.2,0.570585,0.392997,0.319549,0.332448,0.298497,0.413296,0.545455,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.516976,0.276996,0.203542,0.857143,0.23998,0.388693,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_053_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:053,locked_external_family_proxy,e7d0431183727a9422fc45972fe205957d1ce3629883f93a5471b9308f42326b,e7d0431183727a94,152,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,mixed_or_uncertain,mixed_or_uncertain,False,0.0,source did not force a fold class for order-axis projection,source did not force a fold class for order-axis projection,0.55565,0.052632,0.138158,0.488696,0.422951,0.344604,0.330074,0.299858,0.400948,0.717949,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.620953,0.285459,0.264952,0.88426,0.335494,0.415289,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,False,False,,False,False,,0,0,,0,False,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
holdout_054_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:054,locked_external_family_proxy,e2602bdb04a4da4f57aaf6acf17120f847846c4b522e0e7d565c6fb390efc46d,e2602bdb04a4da4f,174,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,disordered_flexible,True,False,0.659276,intrinsically_disordered,disordered_flexible,mixed_or_uncertain,False,0.0,external_order_axis_folded_mimic_quarantine,disordered_flexible was not projected to order_axis because folded-domain mimic or weak disorder-run evidence remains,0.611321,0.04023,0.206897,0.577631,0.363808,0.2835,0.289874,0.257006,0.360171,0.561905,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,0.588788,0.236187,0.181546,0.793489,0.352601,0.372008,weak_or_unknown,mixed_or_uncertain,unknown,unknown,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,False,False,,False,False,,0,0,,0,True,False,False,False,False,False,True,False,False,external_safe_axis_repair_stack,alpha_beta_boundary_ambiguity
