row_id,source_id,source_kind,sequence_sha256,sequence_hash_short,length,external_family_id,external_family_name,external_family_group,holdout_split,truth_scope,evidence_notes,source_predicted_fold_class,source_forced_prediction,source_abstained,source_confidence,protein_regime,gate_path,gate_decision_reason,profile_secondary_structure_axis,profile_order_axis,profile_environment_axis,profile_architecture_axis,architecture_axis_prediction,architecture_axis_confidence,architecture_axis_claim_allowed,architecture_axis_abstention_reason,truth_secondary_structure_axis,truth_architecture_axis,truth_order_axis,truth_environment_axis,axis_profile_same_axis_conflict,axis_profile_conflict_axes,architecture_axis_same_axis_conflict,combined_same_axis_conflict,conflict_axes,safe_axis_claim_count,unsafe_axis_claim_count,safe_axis_recovered_axes,safe_axis_recovered_count,unsafe_class_recovery,guard_override,any_axis_claimed,global_fold_class_claim_allowed,axis_profile_claim_allowed,folding_problem_solved,claim_allowed,prediction_source_layer,failure_cohort
holdout_001_alpha_rich_soluble_01,external_holdout:holdout_alpha_family_01:001,locked_external_family_proxy,a3343609e7ab409e2c46779b06e3fe219ca5bafcb8bfbaf2eaecf9f80d617905,a3343609e7ab409e,96,holdout_alpha_family_01,four_helix_bundle_proxy,alpha_rich_soluble,external_fold_family_100,global_chain,alpha-rich soluble holdout family proxy;not present in development 50,insufficient_topology_evidence,False,True,0.0,low_complexity_region_rich,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:weak_secondary_fallback | confidence_gate:forced_low_claim_strength | regime_router:abstained_low_complexity_fold_conflict,low-complexity regime lacks a safe folded-class route,weak_or_unknown,ordered,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,1,0,order_axis,1,False,False,True,False,True,False,False,current_safe_axis_stack,safe_axis_claimed
holdout_027_beta_rich_02,external_holdout:holdout_beta_family_02:027,locked_external_family_proxy,ebcd28472d8a01b076daa54b428f9da8f0cebf6ed2e86ae7c0ca876abf5c85aa,ebcd28472d8a01b0,95,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_028_beta_rich_02,external_holdout:holdout_beta_family_02:028,locked_external_family_proxy,1b23a51dd257e2cd209fdda06d329df1f9e8f9c24e8aef61e9ebe94062f7e4ab,1b23a51dd257e2cd,109,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.546934,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_029_beta_rich_02,external_holdout:holdout_beta_family_02:029,locked_external_family_proxy,e380fd2616ce7eb0a2f81fd0d96cef9788b61a5b166fee771b57b420e2a1b590,e380fd2616ce7eb0,123,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_candidate | compactness_gate:compact_or_borderline_supported | segmentation_gate:not_folded_multidomain | secondary_structure_gate:beta_pairing_supported | confidence_gate:forced_low_claim_strength | regime_router:abstained_repeat_like,repeat and periodicity pressure are high enough to require a repeat-specific gate; regime router abstained before accepting a broad fold-class claim,beta_rich,ordered,unknown,unknown,repeat_like,0.624623,True,,beta_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,2,1,secondary_structure_axis;architecture_axis;order_axis,3,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_030_beta_rich_02,external_holdout:holdout_beta_family_02:030,locked_external_family_proxy,c3062cfce70b8caee2814ddaa123f638d58207c5677dcc8e07d828ec1ed48be8,c3062cfce70b8cae,137,holdout_beta_family_02,jellyroll_like_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.652845,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_031_beta_rich_03,external_holdout:holdout_beta_family_03:031,locked_external_family_proxy,ba91f38767bfc7a2cc75685197325248b4e2e3b8292c1216ec922b97113a8609,ba91f38767bfc7a2,84,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_032_beta_rich_03,external_holdout:holdout_beta_family_03:032,locked_external_family_proxy,9fb0d49f368cf94a23c7d2e2bcacc7b5589d68e6a17cc12de2a6464771d62c84,9fb0d49f368cf94a,96,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_033_beta_rich_03,external_holdout:holdout_beta_family_03:033,locked_external_family_proxy,22ef9b174f1bef169598108ee0e234218579ca9912a02e3caff7f8c5e2d58f2d,22ef9b174f1bef16,110,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.606608,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_034_beta_rich_03,external_holdout:holdout_beta_family_03:034,locked_external_family_proxy,94b03e918dbeb85b62b00ec7da289eae8c9e8781303137ae5f69743374f71112,94b03e918dbeb85b,124,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,repeat_like,0.636392,True,,beta_rich,compact_single_domain,ordered,soluble_like,False,,True,True,architecture_axis,0,1,architecture_axis,1,False,False,True,False,True,False,False,current_safe_axis_stack,architecture_axis_conflict
holdout_035_beta_rich_03,external_holdout:holdout_beta_family_03:035,locked_external_family_proxy,6c2a87ae4991767f6db8c94f682daf5d284c21890087fd70d0de6b747c9ca08a,6c2a87ae4991767f,138,holdout_beta_family_03,beta_sandwich_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.616033,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_036_beta_rich_04,external_holdout:holdout_beta_family_04:036,locked_external_family_proxy,940bd823fffdf6e81ccbdc6f7fc13d9ff557c3d4bfb18bcccdf8d29dc8a71da6,940bd823fffdf6e8,85,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_037_beta_rich_04,external_holdout:holdout_beta_family_04:037,locked_external_family_proxy,83fd7f10abab5f4ee7e9fc828f1ed56f6d416b7526b18fd7cbe979bcb317c471,83fd7f10abab5f4e,97,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_038_beta_rich_04,external_holdout:holdout_beta_family_04:038,locked_external_family_proxy,2c27f07c710998b9c041931d4ddc60d997b6fef6b7789603f3841f806312b61c,2c27f07c710998b9,111,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,ambiguous_regime,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:abstained_ambiguous_regime,compact small-domain beta pressure coexists with high breaker/disorder pressure; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_039_beta_rich_04,external_holdout:holdout_beta_family_04:039,locked_external_family_proxy,29c7881e6d7c043cc061e313d852f7bf1b01aff464eb73b46ab48ec075834d4c,29c7881e6d7c043c,125,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,insufficient_topology_evidence,False,True,0.0,repeat_like,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for repeat_like,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,beta_rich_low_complexity_confusion
holdout_040_beta_rich_04,external_holdout:holdout_beta_family_04:040,locked_external_family_proxy,758ffc503a3b1340e1ca36745964bc3030cd68a656dade5ff44e66b8c23aeca2,758ffc503a3b1340,139,holdout_beta_family_04,barrel_edge_proxy,beta_rich,external_fold_family_100,global_chain,beta-rich holdout family proxy;long-range beta topology is truth axis not predictor input,disordered_flexible,True,False,0.599612,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,beta_rich,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_041_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:041,locked_external_family_proxy,0731d5a440a7de99f5b98c2d900d45d4abe25ffaf8d0c8309cab35341bca508e,0731d5a440a7de99,104,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.593422,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_042_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:042,locked_external_family_proxy,e323dad5ec941aed1a08bd767d54a8051f360aae8e47e8a098adc2345958d583,e323dad5ec941aed,124,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.673715,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_043_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:043,locked_external_family_proxy,d019ab63f057edfdf1c257293a1fabf08a91fb8c0670cbabe1b29596a976f7d6,d019ab63f057edfd,146,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.5579,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_044_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:044,locked_external_family_proxy,5a48dc09e7070076489be6aeff19192814e6fbc94bd6db5e67140e60a6ad6090,5a48dc09e7070076,168,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.650141,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_045_alpha_beta_mixed_01,external_holdout:holdout_mixed_family_01:045,locked_external_family_proxy,1d23612bede44776544d457ae73cbb06219ce34689623eeb83922813583062fa,1d23612bede44776,188,holdout_mixed_family_01,rossmann_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,alpha_beta_boundary_ambiguity
holdout_046_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:046,locked_external_family_proxy,476eba859fe4fe8532abdcbc07f71bc3c453aa8591753ff6677dbefa03209c0c,476eba859fe4fe85,107,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.572606,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_047_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:047,locked_external_family_proxy,233485e36efe78fd350ea5fb077c400d35adb1d5bda3553dad969a71265e7c29,233485e36efe78fd,127,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.700875,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_048_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:048,locked_external_family_proxy,f8baa1ac07e06ac036ba38431d9cd00d25342aab79e089bb0a6d237c52973459,f8baa1ac07e06ac0,149,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,alpha_beta_boundary_ambiguity
holdout_049_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:049,locked_external_family_proxy,ee08d2ebade02ddb50b33e6670c3072bf09ad2536d65102e12327a28367d60e4,ee08d2ebade02ddb,171,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.677326,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_050_alpha_beta_mixed_02,external_holdout:holdout_mixed_family_02:050,locked_external_family_proxy,1a3d24157ee168c9ac972b3a761f0a912d329139805ee02b6595eaefde41f38e,1a3d24157ee168c9,191,holdout_mixed_family_02,ferredoxin_like_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,insufficient_topology_evidence,False,True,0.0,intrinsically_disordered,disorder_gate:foldable_not_ruled_out | compactness_gate:weak_closure_abstain | segmentation_gate:not_evaluated | secondary_structure_gate:not_evaluated | confidence_gate:abstained | regime_router:kept_hierarchy_abstention,compactness and closure are too weak to force a fold class; regime router kept abstention for intrinsically_disordered,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,alpha_beta_boundary_ambiguity
holdout_051_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:051,locked_external_family_proxy,2cdcbd0cc13a0549378d0382892c2e0e31948da41564bbb787054a9ca476d472,2cdcbd0cc13a0549,110,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,disordered_flexible,True,False,0.625935,intrinsically_disordered,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:accepted_disorder_gate,disorder pressure and breaker/turn evidence are prioritized over secondary-structure interpretation because compact closure is weak; sequence regime agrees with disorder/flexibility routing,weak_or_unknown,disordered_flexible,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,True,order_axis,False,True,order_axis,0,1,,0,False,False,True,False,True,False,False,current_safe_axis_stack,order_axis_conflict
holdout_052_alpha_beta_mixed_03,external_holdout:holdout_mixed_family_03:052,locked_external_family_proxy,1dff38d0c1e8327ab3a498686b7258107e3ad4b37c583c087365ad633723fb2a,1dff38d0c1e8327a,130,holdout_mixed_family_03,tim_edge_proxy,alpha_beta_mixed,external_fold_family_100,global_chain,alpha-beta mixed holdout family proxy;secondary mixture is not architecture truth,insufficient_topology_evidence,False,True,0.0,ambiguous_regime,disorder_gate:disordered_or_flexible | compactness_gate:not_compact_enough_for_folded_domain | segmentation_gate:flexible_segmentation_not_multidomain | secondary_structure_gate:skipped_by_disorder_gate | confidence_gate:forced_low_claim_strength | regime_router:abstained_ambiguous_regime,compact small-domain beta pressure coexists with high breaker/disorder pressure; regime router abstained before accepting a broad fold-class claim,weak_or_unknown,mixed_or_uncertain,unknown,unknown,unknown,0.0,False,repeat/segmentation signals are mixed,alpha_beta_mixed,compact_single_domain,ordered,soluble_like,False,,False,False,,0,0,,0,False,False,False,False,True,False,False,current_safe_axis_stack,alpha_beta_boundary_ambiguity
